label,n_traveltimes,mean_abs_dt_ms,median_abs_dt_ms,p90_abs_dt_ms,p95_abs_dt_ms,p99_abs_dt_ms,max_abs_dt_ms,mean_percent_change,p95_abs_percent_change,receiver_spacing_m,shot_spacing_m,receiver_halfwidth_m,shot_halfwidth_m,receiver_count_approx,shot_count_approx
r2_s5_rhw25_shw80,819,0.07973800851131821,0.06903626639257182,0.16018656272520213,0.19409045334797867,0.2436510506603555,0.3061394825567033,-0.00339203185089951,2.6902046135120186,2,5,25,80,26,33
r2_s5_rhw25_shw100,1019,0.07524390365434953,0.0642470854572072,0.14959187375164013,0.17930323504454493,0.2413205523433727,0.3061394825567033,-0.0010003506924833967,2.171719866535487,2,5,25,100,26,41
r2_s5_rhw35_shw40,586,0.08114040759698797,0.06912548512584159,0.1673859600398852,0.198532224246393,0.24674216355391654,0.2994514643411168,0.005104680004065578,4.324509683099544,2,5,35,40,36,17
r2_s5_rhw35_shw60,866,0.08076308459167827,0.06912548512584159,0.16591999058258022,0.19828934270333265,0.2520636281884935,0.3061394825567033,-0.04439642759394883,3.1396453230940313,2,5,35,60,36,25
r2_s5_rhw35_shw80,1146,0.07893251232204714,0.06861133883427975,0.15920738997645711,0.19321251205257298,0.24559852388800885,0.3061394825567033,-0.051142174866822876,2.6739967640537965,2,5,35,80,36,33
r2_s5_rhw35_shw100,1426,0.07368765443208136,0.06199890389863537,0.14692626701853004,0.18046333846661983,0.24242137880903844,0.3061394825567033,-0.04009306191349954,2.254659694013257,2,5,35,100,36,41
r2_s5_rhw50_shw40,856,0.08531714574979557,0.07150640163037028,0.17618141072308843,0.2071346232082414,0.26531154782260313,0.326091156900174,0.04433511204400736,4.116350384619338,2,5,50,40,51,17
r2_s5_rhw50_shw60,1261,0.08362405080267395,0.07053215280659539,0.17123743815070092,0.2039188966467681,0.2631942052741296,0.326091156900174,-0.017191830125653788,3.4868494457658974,2,5,50,60,51,25
r2_s5_rhw50_shw80,1669,0.08080212567146525,0.06947123604775056,0.16462513334803489,0.19737866779240074,0.2519165740167691,0.326091156900174,-0.020506754816711822,2.902783926810793,2,5,50,80,51,33
r2_s5_rhw50_shw100,2077,0.07567346996123446,0.06330500813052364,0.15501434348793655,0.18647956107585348,0.24557655208983423,0.326091156900174,-0.008765144112387192,2.4258739169403087,2,5,50,100,51,41
r2_s5_rhw75_shw40,1264,0.08122048883338241,0.06783332378270703,0.16864079422833325,0.200471480787699,0.2611863964567269,0.326091156900174,0.0647102798330981,3.0290227133474863,2,5,75,40,76,17
r2_s5_rhw75_shw60,1859,0.07981219823331123,0.06748482149435131,0.16466178548523863,0.1978201700466515,0.2524067545891829,0.326091156900174,0.036508952112189075,2.9727386263585642,2,5,75,60,76,25
r2_s5_rhw75_shw80,2455,0.07670934356603298,0.06421934820914632,0.15687841946720113,0.18945014717501515,0.24492230989489647,0.326091156900174,0.009931159699671878,2.6475579381070227,2,5,75,80,76,33
r2_s5_rhw75_shw100,3055,0.07121301798897356,0.058779229508676076,0.15064836662948208,0.17944493006265075,0.24211634192125434,0.326091156900174,0.013580172579088412,2.102095056640671,2,5,75,100,76,41
r2_s10_rhw25_shw40,219,0.09627838611352502,0.08715661315378959,0.19588894496029818,0.2247065498579157,0.2494988321898131,0.28361866951897086,0.2513068420762889,3.4915611493112237,2,10,25,40,26,9
r2_s10_rhw25_shw60,319,0.08771494655386657,0.07663767108025218,0.1755180875721709,0.19907634682477127,0.2456176606154512,0.28361866951897086,0.17162770105298714,3.0113770020807045,2,10,25,60,26,13
r2_s10_rhw25_shw80,419,0.08202332466022916,0.07031113384642265,0.16582989027808384,0.19602850416006076,0.2452542100798323,0.28361866951897086,0.11701725716664099,2.716271073819621,2,10,25,80,26,17
r2_s10_rhw25_shw100,519,0.07717253441370109,0.06429378047179829,0.15043569880843122,0.18991069849075484,0.24365105066035564,0.28361866951897086,0.09606274368497582,2.4322324663845465,2,10,25,100,26,21
r2_s10_rhw35_shw40,307,0.09675604548657506,0.0893346098743402,0.1960687847415165,0.22775993244915832,0.26173539034159093,0.2994514643411168,0.22287617594054598,3.5198313705831827,2,10,35,40,36,9
r2_s10_rhw35_shw60,447,0.08759876118437626,0.0771651025898096,0.17899451375786926,0.20784909066668722,0.2560082955279023,0.2994514643411168,0.14895786841805156,3.1313228846548755,2,10,35,60,36,13
r2_s10_rhw35_shw80,587,0.08134273166764727,0.06902307621158878,0.16503295584622543,0.19676918168154245,0.24669974199355035,0.2994514643411168,0.09798923005832197,2.7397783357549783,2,10,35,80,36,17
r2_s10_rhw35_shw100,727,0.07573557465003539,0.0621059407792772,0.1531057537761775,0.19054809308152273,0.24561199047398682,0.2994514643411168,0.08007278200560618,2.5044699855921158,2,10,35,100,36,21
r2_s10_rhw50_shw40,449,0.10000668304742548,0.08987499220810755,0.1987375593283635,0.22733421944353702,0.2837089905511364,0.326091156900174,0.20142495293270926,4.121759638114691,2,10,50,40,51,9
r2_s10_rhw50_shw60,651,0.09090409990717374,0.07933839616224882,0.18259493949189867,0.21407198283843792,0.26759132489005427,0.326091156900174,0.1588042055754117,3.4773413100678874,2,10,50,60,51,13
r2_s10_rhw50_shw80,855,0.08376670264066638,0.06944500823554897,0.1711969066753534,0.20305148966472947,0.26127307970170555,0.326091156900174,0.11473536417950908,3.014772507364765,2,10,50,80,51,17
r2_s10_rhw50_shw100,1059,0.078167703340183,0.06250905013397388,0.16307896710545777,0.1957643640386568,0.24788754568380555,0.326091156900174,0.09989186013693258,2.591404767578676,2,10,50,100,51,21
r2_s10_rhw75_shw40,665,0.09360587745074161,0.08251326759242672,0.18999507730200488,0.21917574806086698,0.2773138081078507,0.326091156900174,0.18116928504451255,3.2474722549420574,2,10,75,40,76,9
r2_s10_rhw75_shw60,961,0.08480748654088849,0.0706589371571413,0.17139673291173205,0.2045517594675278,0.26409488236108214,0.326091156900174,0.1485138661513963,3.0294402317278113,2,10,75,60,76,13
r2_s10_rhw75_shw80,1259,0.07828792591732651,0.06361464959993637,0.16352067465695116,0.1940801146994429,0.2498743925696429,0.326091156900174,0.12276590794997612,2.8589392955526645,2,10,75,80,76,17
r2_s10_rhw75_shw100,1559,0.0726186102250743,0.05870759765970457,0.15449460781316385,0.18180777171672036,0.2455893099081292,0.326091156900174,0.10422037368020934,2.3509476558995432,2,10,75,100,76,21
r3_s1_rhw25_shw40,1357,0.08359051062604432,0.07204732338220513,0.17232352088259845,0.1990626042468288,0.26293729382790676,0.30589911023378746,0.16273073028551666,4.710795916392855,3,1,25,40,17,81
r3_s1_rhw25_shw60,2037,0.08447411340754722,0.07327207000639921,0.17361784308147152,0.20109135503172476,0.2548490025837569,0.3364615821128611,0.1236859955617194,3.360903769667123,3,1,25,60,17,121
r3_s1_rhw25_shw80,2717,0.08280300695735669,0.07187009524887641,0.16994039980594222,0.19572446219565728,0.24937358478615881,0.3364615821128611,0.08712055941350891,2.72480499777369,3,1,25,80,17,161
r3_s1_rhw25_shw100,3397,0.08002942629118602,0.06869468547377605,0.16066287904000084,0.1881350282912419,0.24272270648061073,0.3364615821128611,0.06968728860720286,2.293714346274615,3,1,25,100,17,201
r3_s1_rhw35_shw40,1916,0.0781084970951084,0.06603155206312464,0.16129313598633663,0.19252683035252735,0.24527212980190866,0.30589911023378746,0.08302312926039072,4.646464174758082,3,1,35,40,24,81
r3_s1_rhw35_shw60,2876,0.07832950637399924,0.06700619485214082,0.16205617889107465,0.1929744791491581,0.2447755995817172,0.3364615821128611,0.0621897159614947,3.2249639193895905,3,1,35,60,24,121
r3_s1_rhw35_shw80,3836,0.07632068330847139,0.06479221011448238,0.1568973508167693,0.18673357382031214,0.23717215821087334,0.3364615821128611,0.03704689725099224,2.5710248024315163,3,1,35,80,24,161
r3_s1_rhw35_shw100,4796,0.0728838392711101,0.05994920062565151,0.14806571771388416,0.17662870673510866,0.23462080648112324,0.3364615821128611,0.027548112547743264,2.162382608507868,3,1,35,100,24,201
r3_s1_rhw50_shw40,2722,0.0804116962429003,0.06849430793192854,0.16572640944348196,0.19614263247418537,0.2566272547209195,0.3256212213375055,0.15747806139605425,3.70401097662362,3,1,50,40,34,81
r3_s1_rhw50_shw60,4072,0.0802238958877919,0.06860066155373826,0.16594506555090116,0.1971725078037773,0.25128892597985897,0.3364615821128611,0.09631379529372279,3.3625572691771994,3,1,50,60,34,121
r3_s1_rhw50_shw80,5432,0.07756974215332173,0.06656200878688115,0.16039694201867224,0.19002520622592123,0.24430182561074015,0.3364615821128611,0.07728068511896442,2.656026538773408,3,1,50,80,34,161
r3_s1_rhw50_shw100,6792,0.0738155773765238,0.061283901606714285,0.1514825247016281,0.1816271256185358,0.23697579150864453,0.3364615821128611,0.06857412159796417,2.22167427268191,3,1,50,100,34,201
r3_s1_rhw75_shw40,4018,0.07720551321640858,0.06497504398395373,0.16011643191961075,0.1909425809324414,0.24599630723683724,0.3256212213375055,0.12205275990322154,2.8359458342212074,3,1,75,40,51,81
r3_s1_rhw75_shw60,6001,0.07680599267760588,0.06516012499825641,0.16005229886354322,0.19069317065885383,0.24364346257522637,0.3364615821128611,0.07579376558949981,2.8122701032011315,3,1,75,60,51,121
r3_s1_rhw75_shw80,7990,0.07390196321817556,0.062051254077342965,0.15286229665050638,0.1835787528556814,0.23698405495074598,0.3364615821128611,0.05739725137013801,2.407918591972441,3,1,75,80,51,161
r3_s1_rhw75_shw100,9990,0.06971801255222422,0.057052004365716266,0.14565589879552873,0.17578498375191273,0.2325746217363404,0.3364615821128611,0.050041345050680704,2.012957074799648,3,1,75,100,51,201
r3_s2_rhw25_shw40,688,0.0868863972061759,0.07640406281635322,0.1790449721897566,0.21195623528913385,0.2679377215906542,0.29944749579957286,0.21052486337534734,4.170514650442923,3,2,25,40,17,41
r3_s2_rhw25_shw60,1028,0.08601447184333029,0.07632794973283127,0.17454005175428258,0.21152067617592585,0.25524872382115454,0.29944749579957286,0.15758502891115392,3.1694835789714606,3,2,25,60,17,61
r3_s2_rhw25_shw80,1368,0.08346189459372043,0.07276711456641154,0.17142530644279305,0.19880704629731505,0.25043983386483093,0.29944749579957286,0.12167990890391564,2.5741962832159135,3,2,25,80,17,81
r3_s2_rhw25_shw100,1708,0.08057507019573289,0.0704249129369382,0.16024469646681494,0.18888314149235697,0.24445332794530852,0.29944749579957286,0.09731970771255385,2.2127507254530863,3,2,25,100,17,101
r3_s2_rhw35_shw40,971,0.08120605620512521,0.07085857779716431,0.16659919650215127,0.19753931825842488,0.2553154117952039,0.29944749579957286,0.1932293799141448,4.019453677621179,3,2,35,40,24,41
r3_s2_rhw35_shw60,1451,0.07986421665290137,0.06973299114305422,0.16387946012584587,0.1950097054439935,0.24997030171962625,0.29944749579957286,0.13622143686320468,2.993492359613219,3,2,35,60,24,61
r3_s2_rhw35_shw80,1931,0.07684528650644504,0.06685123491544966,0.15682723902075457,0.18665249493013056,0.24144050388367844,0.29944749579957286,0.10208257987219886,2.435430979991847,3,2,35,80,24,81
r3_s2_rhw35_shw100,2411,0.07332876173539721,0.06140089012453276,0.14817436632746928,0.1766203900646513,0.23634894552022853,0.29944749579957286,0.07957119793920225,2.118988238727185,3,2,35,100,24,101
r3_s2_rhw50_shw40,1379,0.08340928476378581,0.07415287889715044,0.17184580964572962,0.20291470061050315,0.2666159067569138,0.3256212213375055,0.2885309275267166,3.4627780578271388,3,2,50,40,34,41
r3_s2_rhw50_shw60,2056,0.08163982047790004,0.07181888001132766,0.16625592615946003,0.1994638418124266,0.2608332173113263,0.3256212213375055,0.1645854413648504,3.2766701536649014,3,2,50,60,34,61
r3_s2_rhw50_shw80,2736,0.0781738777766886,0.06771089348912677,0.16039590338810458,0.19066766291687315,0.25052888858462113,0.3256212213375055,0.13878236833652452,2.620652415891026,3,2,50,80,34,81
r3_s2_rhw50_shw100,3416,0.07432161637092134,0.06288707520233326,0.1517021373832455,0.18170107475328107,0.24206242276350629,0.3256212213375055,0.11770048787256038,2.2245176468169263,3,2,50,100,34,101
r3_s2_rhw75_shw40,2035,0.07931175401034486,0.06730661335025909,0.16487876930483678,0.19512655600906065,0.25590825823673224,0.3256212213375055,0.2255319646319471,2.813701204676627,3,2,75,40,51,41
r3_s2_rhw75_shw60,3028,0.07762323670374027,0.0664635264919137,0.16039538407282075,0.1915822105193561,0.24957609161698213,0.3256212213375055,0.1431878929905817,2.7719174102634585,3,2,75,60,51,61
r3_s2_rhw75_shw80,4022,0.07405536587548607,0.062175513276024365,0.15287487828796048,0.18298563855222516,0.23886720375408854,0.3256212213375055,0.11511155955115525,2.405877644945719,3,2,75,80,51,81
r3_s2_rhw75_shw100,5022,0.06987131450041839,0.057268160770346764,0.14576595661390837,0.17556871548450412,0.23585076215833886,0.3256212213375055,0.09603101420914321,1.9865764811779234,3,2,75,100,51,101
r3_s4_rhw25_shw40,353,0.0923548342395705,0.08112919924547699,0.1947075636260509,0.2239974135715213,0.28126019863051493,0.29944749579957286,0.3945883504898603,3.812452988395741,3,4,25,40,17,21
r3_s4_rhw25_shw60,523,0.09144594469110795,0.0802316300266212,0.1890339168612529,0.22090664374541275,0.26515333425123766,0.29944749579957286,0.26851667755800973,3.132432714039835,3,4,25,60,17,31
r3_s4_rhw25_shw80,693,0.08775755389818268,0.07726484477640037,0.1812670833467166,0.21297988256208275,0.25697494545851657,0.29944749579957286,0.21228812700837976,2.5722141077256655,3,4,25,80,17,41
r3_s4_rhw25_shw100,863,0.08405401075054127,0.07258981942891152,0.1721764667681737,0.2043845012056814,0.25006894566227766,0.29944749579957286,0.1703869233631824,2.191153095355214,3,4,25,100,17,51
r3_s4_rhw35_shw40,498,0.08677691864007017,0.07754776455787954,0.18311133065446444,0.21221161536839406,0.2661504790839158,0.29944749579957286,0.3372036774503413,3.9799536731351477,3,4,35,40,24,21
r3_s4_rhw35_shw60,738,0.08574407379344041,0.07736094013786454,0.1770131967484082,0.2084097228931389,0.2543752370168709,0.29944749579957286,0.21526617908415135,3.0031600104964395,3,4,35,60,24,31
r3_s4_rhw35_shw80,978,0.08137764426317402,0.070927343617847,0.16802654088715657,0.19900018157246624,0.24648714675085684,0.29944749579957286,0.16901100412250256,2.428043047179511,3,4,35,80,24,41
r3_s4_rhw35_shw100,1218,0.07700190990165034,0.06570725923571615,0.15689127523754418,0.18949188948545695,0.241799752067174,0.29944749579957286,0.13363230981908575,2.13283777012746,3,4,35,100,24,51
r3_s4_rhw50_shw40,707,0.0904079610766876,0.07981208868134033,0.18858498839649654,0.2223341433174313,0.2833465382626103,0.3256212213375055,0.4773778342710126,3.5428694368124676,3,4,50,40,34,21
r3_s4_rhw50_shw60,1046,0.08796661363062379,0.0790622317950935,0.18155656407272888,0.21723373648403743,0.26799625703928237,0.3256212213375055,0.3020046992151313,3.2607212430817967,3,4,50,60,34,31
r3_s4_rhw50_shw80,1386,0.083213596648957,0.0731587521641498,0.17147131171695895,0.2076388371286247,0.26344326980053145,0.3256212213375055,0.2500676074939179,2.646417061241343,3,4,50,80,34,41
r3_s4_rhw50_shw100,1726,0.07840925801839692,0.06676537041718639,0.16064607704502787,0.1947037003002393,0.25540040774849193,0.3256212213375055,0.20724309993209714,2.301806951433015,3,4,50,100,34,51
r3_s4_rhw75_shw40,1043,0.08646103939738649,0.07606059549813277,0.1814249822262759,0.21323350773303062,0.26704590246450643,0.3256212213375055,0.380709631069557,2.8145602249898443,3,4,75,40,51,21
r3_s4_rhw75_shw60,1539,0.08376057593097816,0.07352741342463512,0.17167078794613422,0.2079548831165841,0.2618654056004645,0.3256212213375055,0.25546318961459963,2.7964543598982314,3,4,75,60,51,31
r3_s4_rhw75_shw80,2036,0.07865616325342198,0.0666616417722369,0.16341174130336464,0.19637071582482604,0.2504073966364346,0.3256212213375055,0.19546176713182498,2.4593296924014028,3,4,75,80,51,41
r3_s4_rhw75_shw100,2536,0.07361589986797452,0.059816017632731075,0.1539019954855253,0.1880267733109127,0.24488891398386609,0.3256212213375055,0.16060001669861032,2.0699727152374328,3,4,75,100,51,51
r3_s5_rhw25_shw40,285,0.08486814798723182,0.07142558234760413,0.17113428277271656,0.21940511797477477,0.25608973580283406,0.30589911023378746,0.014852650152159114,3.461395750624532,3,5,25,40,17,17
r3_s5_rhw25_shw60,421,0.08637835840500842,0.07416243672369802,0.17993686758035685,0.21285531457516765,0.2770641614913194,0.3364615821128611,-0.030141032418582715,2.910485805269801,3,5,25,60,17,25
r3_s5_rhw25_shw80,557,0.08527812749416903,0.07304177319640212,0.17358949367323703,0.20664071294513892,0.25056717479113966,0.3364615821128611,-0.04019767446004037,2.576012939677535,3,5,25,80,17,33
r3_s5_rhw25_shw100,693,0.08207408058754818,0.07053215280659539,0.16570002969335182,0.19599699823623223,0.2475119701726819,0.3364615821128611,-0.03250295101361119,2.2216681127288305,3,5,25,100,17,41
r3_s5_rhw35_shw40,402,0.08064359739443525,0.06891089828493488,0.1646268679253533,0.19844007907529473,0.2503171698153478,0.30589911023378746,0.02344147415476757,4.448205323053161,3,5,35,40,24,17
r3_s5_rhw35_shw60,594,0.08173429102464488,0.0699523480637964,0.16588040542293986,0.19894846615871895,0.2503828655087439,0.3364615821128611,-0.04118281922808631,3.0589765159719415,3,5,35,60,24,25
r3_s5_rhw35_shw80,786,0.08032916624646565,0.06937980575622699,0.16239308972207206,0.19518750036158755,0.24581541429788756,0.3364615821128611,-0.05329260142374391,2.650467936270495,3,5,35,80,24,33
r3_s5_rhw35_shw100,978,0.07617452078724907,0.062623225362087,0.1559713847744659,0.18605358243583386,0.23867767121013653,0.3364615821128611,-0.04499980534110041,2.226649105297002,3,5,35,100,24,41
r3_s5_rhw50_shw40,571,0.08431602634504085,0.07186269643696258,0.168978545933271,0.21227411640924176,0.28367077780675864,0.3065667914617482,0.3567085254228555,3.5479789479139336,3,5,50,40,34,17
r3_s5_rhw50_shw60,841,0.08376838496581161,0.0706589371571413,0.168978545933271,0.21169291824331588,0.27872828034862235,0.3364615821128611,0.18831040568740798,3.3595809700590626,3,5,50,60,34,25
r3_s5_rhw50_shw80,1113,0.0811227053984185,0.0700086731836181,0.1649981269993717,0.19711284212927566,0.2655855468794952,0.3364615821128611,0.1323454196859596,2.8569991526326266,3,5,50,80,34,33
r3_s5_rhw50_shw100,1385,0.0767418460446236,0.0640556827300881,0.1573426276438952,0.18863114088360633,0.25042769749635374,0.3364615821128611,0.1127863988089875,2.362339135134573,3,5,50,100,34,41
r3_s5_rhw75_shw40,843,0.0814781927175637,0.06903626639257182,0.16624104841671367,0.20349362431396648,0.2670459024645066,0.3065667914617482,0.2750296236811634,2.9104494140851562,3,5,75,40,51,17
r3_s5_rhw75_shw60,1239,0.08113848789703082,0.06961480110466087,0.16600270945305412,0.1997907128756887,0.26547396413608343,0.3364615821128611,0.15675681574576278,2.9101582846079976,3,5,75,60,51,25
r3_s5_rhw75_shw80,1637,0.07842068615258535,0.067675007279909,0.1608220785628868,0.19251163919888342,0.25066680143027253,0.3364615821128611,0.09959966592826335,2.777090272649208,3,5,75,80,51,33
r3_s5_rhw75_shw100,2037,0.0734397701958802,0.060054457883634144,0.15203414816236177,0.18138056651002074,0.24479385310133175,0.3364615821128611,0.08387939879616588,2.228284796340736,3,5,75,100,51,41
r3_s10_rhw25_shw40,151,0.09670267469049613,0.07912256715494545,0.19851403978525659,0.23599969599134418,0.26723239944984134,0.29944749579957286,0.2894700902051185,3.17378781119929,3,10,25,40,17,9
r3_s10_rhw25_shw60,219,0.09030226654109468,0.07705861074327677,0.1837183226235329,0.22123086488202523,0.2507564654054922,0.29944749579957286,0.19564257372899557,2.9101582846079976,3,10,25,60,17,13
r3_s10_rhw25_shw80,287,0.08653123112293434,0.07451549786219747,0.17358949367323703,0.20773925470589794,0.2504177348324404,0.29944749579957286,0.13367508961267616,2.593438721518211,3,10,25,80,17,17
r3_s10_rhw25_shw100,355,0.08316464136365674,0.07142558234760413,0.16545823311813343,0.19605535788103126,0.24776223074445985,0.29944749579957286,0.10787346542344795,2.311584039947003,3,10,25,100,17,21
r3_s10_rhw35_shw40,214,0.09285252333745952,0.07838053038568792,0.1922234659535116,0.22549048307688088,0.2507813720652754,0.29944749579957286,0.38209621398998206,3.730295376410864,3,10,35,40,24,9
r3_s10_rhw35_shw60,310,0.08553948420382124,0.07530635335827343,0.17161440339812706,0.209451348752997,0.24991703527828293,0.29944749579957286,0.25288216031240257,3.0871463825623766,3,10,35,60,24,13
r3_s10_rhw35_shw80,406,0.08106413421582179,0.06932807891752726,0.16442628537795875,0.19521009919076665,0.2454157816643357,0.29944749579957286,0.17363169559164313,2.7606768371558177,3,10,35,80,24,17
r3_s10_rhw35_shw100,502,0.07687724467699936,0.06286285930623935,0.1534283076247416,0.18661051312261795,0.24263230696238453,0.29944749579957286,0.138395050367276,2.365941317311317,3,10,35,100,24,21
r3_s10_rhw50_shw40,303,0.09648308686501592,0.084558505611192,0.19537109481252846,0.23544595859898426,0.28378888992574436,0.3065667914617482,0.8610529742027758,4.053687977397753,3,10,50,40,34,9
r3_s10_rhw50_shw60,438,0.08816793720586048,0.07654575882156019,0.17703391398485768,0.21633412808405966,0.27767231354072763,0.3065667914617482,0.6049263377820022,3.343506818630714,3,10,50,60,34,13
r3_s10_rhw50_shw80,574,0.08241011219470193,0.07021423717218281,0.1656503270135154,0.19755255055575294,0.26667572210484325,0.3065667914617482,0.45347292066424627,2.868913570906369,3,10,50,80,34,17
r3_s10_rhw50_shw100,710,0.07789118376016871,0.06343781851876791,0.15771056245347145,0.18835370455062078,0.25913548041489937,0.3065667914617482,0.3726902370677124,2.549583874228745,3,10,50,100,34,21
r3_s10_rhw75_shw40,447,0.09228004587927245,0.08126341758877773,0.19071203069914758,0.22740018451718758,0.28209565914630425,0.3065667914617482,0.6255951628249062,2.9572595704323743,3,10,75,40,51,9
r3_s10_rhw75_shw60,645,0.08457322351549677,0.07155386660301355,0.16957845690237439,0.20461140102051856,0.2670220198606572,0.3065667914617482,0.4527211047755225,2.9104130229005114,3,10,75,60,51,13
r3_s10_rhw75_shw80,844,0.07907219388845843,0.06541559543476755,0.1646159594112134,0.19427270396709218,0.2560383602482794,0.3065667914617482,0.34988052964750527,2.7938777064012985,3,10,75,80,51,17
r3_s10_rhw75_shw100,1044,0.07411678954430624,0.05950630497740875,0.15466234928941705,0.18451659283201935,0.24999687626328188,0.3065667914617482,0.2862388763255738,2.3635398625268196,3,10,75,100,51,21
r4_s1_rhw25_shw40,1034,0.07973562641993064,0.06872589240826919,0.16527088487552893,0.19106031747873997,0.24499976709182497,0.2946820569584216,0.08833783804005706,3.7611994618863256,4,1,25,40,13,81
r4_s1_rhw25_shw60,1554,0.08119190404332162,0.06995104206587807,0.16586121685331492,0.19481787810642795,0.24749264717936198,0.3061394825567033,0.11412105534243559,3.0921606318916783,4,1,25,60,13,121
r4_s1_rhw25_shw80,2074,0.07901046529856236,0.06760038391310977,0.16079645544508603,0.18841059997552512,0.24370280655117124,0.3061394825567033,0.1012297940181533,2.416649994301498,4,1,25,80,13,161
r4_s1_rhw25_shw100,2594,0.075856905897877,0.06357535248506345,0.14997685759349588,0.1768030271919928,0.24079456677949848,0.3061394825567033,0.0945892528239056,2.100350487490122,4,1,25,100,13,201
r4_s1_rhw35_shw40,1354,0.07862735002113146,0.06845155688430037,0.16334269052014133,0.1891807583814584,0.24313512848132401,0.2946820569584216,0.12482026507215924,3.871252868611395,4,1,35,40,18,81
r4_s1_rhw35_shw60,2034,0.07884387395229502,0.06833582974822422,0.16214474937759488,0.18942939727099123,0.2437907235525711,0.3061394825567033,0.13067244884406579,3.0870895293992398,4,1,35,60,18,121
r4_s1_rhw35_shw80,2714,0.07624449351183464,0.06596026699282748,0.15402866673041862,0.1815093672274155,0.24043778859437306,0.3061394825567033,0.11168332523917875,2.3730385601499537,4,1,35,80,18,161
r4_s1_rhw35_shw100,3394,0.07237520063917187,0.0613931053136561,0.145869106650735,0.17292501992560924,0.2358180790227523,0.3061394825567033,0.10201897769581068,2.0544093253413362,4,1,35,100,18,201
r4_s1_rhw50_shw40,1996,0.08722257937875469,0.0766164693348139,0.17631432596449184,0.2074541177271075,0.26359188112719195,0.326091156900174,0.10291571195691329,3.5012110409019774,4,1,50,40,26,81
r4_s1_rhw50_shw60,2990,0.08671157287478767,0.07641916225633281,0.17454862424575898,0.2082476589826614,0.2656942568852831,0.326091156900174,0.1247278371894832,3.330441958906786,4,1,50,60,26,121
r4_s1_rhw50_shw80,3990,0.0833169663416558,0.07275568580789299,0.16858384670582535,0.1994382460002674,0.2511426196998404,0.326091156900174,0.12124987628800125,2.7213275468299796,4,1,50,80,26,161
r4_s1_rhw50_shw100,4990,0.0792207712507039,0.06672157773179692,0.1617331026535663,0.18965624848112825,0.24462926372608843,0.326091156900174,0.1177265640470443,2.3057149202061584,4,1,50,100,26,201
r4_s1_rhw75_shw40,2968,0.08194424665171259,0.06987400026915551,0.1679109070946216,0.19838053746413667,0.2498009023534593,0.326091156900174,0.08469736671296568,2.831171327695478,4,1,75,40,38,81
r4_s1_rhw75_shw60,4436,0.0811887660852146,0.06935967299248093,0.16591777107053557,0.1976623542665737,0.24957119809484196,0.326091156900174,0.08658369253214052,2.796391369127797,4,1,75,60,38,121
r4_s1_rhw75_shw80,5907,0.07769112270322458,0.06589650504372144,0.16056874172608385,0.18953778686589082,0.24363081255995434,0.326091156900174,0.08552005672991904,2.4219709157950997,4,1,75,80,38,161
r4_s1_rhw75_shw100,7387,0.07321700817045168,0.05971799151517285,0.15134058264068692,0.18063275934048859,0.23799088240859417,0.326091156900174,0.08244768039384402,2.054198304982724,4,1,75,100,38,201
r4_s2_rhw25_shw40,519,0.08153259436884101,0.07037404560881165,0.17321407753622708,0.19626240615396212,0.2606286406427428,0.2946820569584216,0.2246129407272534,3.367158193348111,4,2,25,40,13,41
r4_s2_rhw25_shw60,779,0.08094604293098219,0.06798267126414612,0.1720378564685446,0.19930587829727228,0.24975879281899044,0.2946820569584216,0.20615521780510357,2.8383030606705355,4,2,25,60,13,61
r4_s2_rhw25_shw80,1039,0.07874512794142226,0.06670068667492465,0.16462513334803489,0.1883483519208958,0.24516234434302084,0.2946820569584216,0.17908672134387213,2.318259289462595,4,2,25,80,13,81
r4_s2_rhw25_shw100,1299,0.07564777663146698,0.06227795118294785,0.1509815607866519,0.17959646942461974,0.24364785842529635,0.2946820569584216,0.15665366266873118,1.973451826930458,4,2,25,100,13,101
r4_s2_rhw35_shw40,679,0.07975626179612758,0.06820924203734813,0.1710594020608098,0.19433867216513867,0.25238929942566,0.2946820569584216,0.23005112294697522,3.283098724697638,4,2,35,40,18,41
r4_s2_rhw35_shw60,1019,0.07836058386305597,0.0670324987250108,0.1647565133277889,0.19159903234908196,0.2456176606154512,0.2946820569584216,0.2021815884221951,2.6785109140388146,4,2,35,60,18,61
r4_s2_rhw35_shw80,1359,0.07582746032526169,0.06471014206706552,0.15627269639246766,0.18144054654878494,0.2437357754266962,0.2946820569584216,0.17444479886577466,2.2837403094975373,4,2,35,80,18,81
r4_s2_rhw35_shw100,1699,0.07204500953436252,0.059645673049960046,0.1457562347383895,0.17472294529087515,0.24117828592177235,0.2946820569584216,0.15202937558454804,1.9099472162775892,4,2,35,100,18,101
r4_s2_rhw50_shw40,1003,0.0885816571396584,0.07618531358103559,0.18177847302584782,0.21463334184223212,0.28329724487149854,0.326091156900174,0.18727823563742751,3.272646976982488,4,2,50,40,26,41
r4_s2_rhw50_shw60,1499,0.08638842646157709,0.0740236810891472,0.17864250212319413,0.2139089321406965,0.26754695232015785,0.326091156900174,0.17996379572956572,3.026921789073104,4,2,50,60,26,61
r4_s2_rhw50_shw80,1999,0.08315490748777925,0.07094590996065131,0.1714157819324394,0.2024947286899025,0.24960771503282195,0.326091156900174,0.17256533779162017,2.4975704672548877,4,2,50,80,26,81
